T,Patents,,,,,
504,Morocco,2020,Patents in force (number),"10,192",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
504,Morocco,2021,Patents in force (number),"10,215",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2010,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2019,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2020,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2021,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2005,Grants of patents (number),14,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2019,Patents in force (number),"3,041",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2020,Patents in force (number),"3,791",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
508,Mozambique,2021,Patents in force (number),"4,259",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
516,Namibia,2019,Resident patent filings (per million population),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
516,Namibia,2019,Grants of patents (number),30,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
516,Namibia,2020,Grants of patents (number),21,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
516,Namibia,2019,Patents in force (number),643,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
516,Namibia,2020,Patents in force (number),664,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
524,Nepal,1985,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
524,Nepal,1995,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
524,Nepal,2005,Grants of patents (number),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),1985,Resident patent filings (per million population),134,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),1995,Resident patent filings (per million population),137,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2005,Resident patent filings (per million population),614,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2010,Resident patent filings (per million population),511,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2019,Resident patent filings (per million population),529,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2020,Resident patent filings (per million population),492,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2021,Resident patent filings (per million population),493,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),1985,Grants of patents (number),"2,145",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),1995,Grants of patents (number),673,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2005,Grants of patents (number),"2,373",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2010,Grants of patents (number),"1,947",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2019,Grants of patents (number),"1,936",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2020,Grants of patents (number),"1,911",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2021,Grants of patents (number),"2,264",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2005,Patents in force (number),"135,215",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2010,Patents in force (number),"135,127",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2019,Patents in force (number),"205,675",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2020,Patents in force (number),"212,855",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
528,Netherlands (Kingdom of the),2021,Patents in force (number),"212,866",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,1985,Resident patent filings (per million population),310,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,1995,Resident patent filings (per million population),350,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2005,Resident patent filings (per million population),458,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2010,Resident patent filings (per million population),364,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2019,Resident patent filings (per million population),65,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2020,Resident patent filings (per million population),68,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2021,Resident patent filings (per million population),64,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,1985,Grants of patents (number),"1,732",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,1995,Grants of patents (number),"2,641",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2005,Grants of patents (number),"4,189",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2010,Grants of patents (number),"4,347",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2019,Grants of patents (number),"1,642",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2020,Grants of patents (number),"1,841",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2021,Grants of patents (number),"2,149",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2005,Patents in force (number),"34,182",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2010,Patents in force (number),"34,800",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2019,Patents in force (number),"30,519",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2020,Patents in force (number),"28,048",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
554,New Zealand,2021,Patents in force (number),"25,749",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
558,Nicaragua,1985,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
